store_id,internal_id,partner_id,store_name_ar,store_name_en,phone_number,email,full_address,status,internal_category_id,category_id,min_order_price,Latitude,longitude,logo_image_url,cover_image_url,store_description,location_code,platform_commission,orders_type,user_name,encrypted_password,trend_id
"7212729d-a5e9-4300-95d0-b2d40c4c0fd2","11","2","حديقة","أدوات","279-864-2930 x389","slman25@hotmail.com","أروبا, تبسة, جدة, ساحة النفطي : 35","busy","4413128553900647","153cffa5-efd1-478e-ad7e-12baeee69a8e","75.77153325605246","33.54979673","36.33323202","/images/test/public/logo.jpg","/images/test/public/logo.jpg","السجلات واحد الحال غائب يليق يساعد جمع مقبول.","7e0edc48-811d-47ea-bf3e-3497a7b088be","0.34027330788002585","delivery","Novella58","$2b$10$O5PrMubE0w3LFnhAvckPBu5LExcBZq8PqbNZ1Pu63zBlVmaP.vCMO","2f5e97b2-e940-461b-9dbf-7b92687ba969"
"f76d6d36-cc00-4bf7-b018-1ae32ac9b182","12","6","حديقة","مجوهرات","379.310.0705","jwhr_alrqyq@gmail.com","لاوس, اللاذقية, بيت حانون, سبيل عظومة : 20","open","2188540312954213","153cffa5-efd1-478e-ad7e-12baeee69a8e","36.351328854050045","33.49548826","36.30279015","/images/test/public/logo.jpg","/images/test/public/logo.jpg","صديق نحن الموت مريح عقل في فزت يفضل.","871a92f4-c045-458f-889f-2798910f3bcc","0.4135805928170415","take_away_and_delivery","Wilfred66","$2b$10$WEXywZIKj0aoojE7ZM5zg.pIWFUqW1ryu/PPOXTSQKNk5goilYNhm","400ec9bc-abda-4414-944f-7b8f309267a0"
"b29fe0d3-f0f6-4ec2-a43f-c7ed36d551f0","13","4","حواسيب","حديقة","(642) 217-9962","ray190d84@yahoo.com","إيران, الجلفة, طولكرم, درب، طريق محمد : 39","close","6403741877452451","bd064d76-3569-4d41-8d8b-a462746460df","43.573600199534255","33.50430161","36.23226952","/images/test/public/logo.jpg","/images/test/public/logo.jpg","شجيرة نكون يحذب ذلك آمن إذا الجنون أطلق.","c5d3b806-47dd-470f-91ac-e6e72eedd978","0.8351740945706078","take_away_and_delivery","Ova88","$2b$10$XfaFAbnlp24BaNbc06BErug4fH4euzHvBzGr8DjN0kbBK0OwYtMqK","956b69d6-8169-4abe-963a-0e2b6375dc33"
"2837deca-452d-4bb5-bbe9-41f451b2a550","14","3","كتب","إلكترونيات","(683) 791-2515","sheban32@gmail.com","دومينيكا, سخنين, نواكشوط, طريق مسدود غازي : 50","open","7903885543094816","af2f7cdd-5deb-4d4d-bba7-29cfe5226d99","62.07017290306651","33.50087409","36.20883639","/images/test/public/logo.jpg","/images/test/public/logo.jpg","ويل شيأ مصطنع نفسها منتصف أفضل.","9bbc2092-e976-412c-96c8-da76cae10933","0.8331274914330256","take_away","Eunice_Green","$2b$10$IPp42WmSW8QBMpFXs02py.IrgoDCulAOcYW/zDInXYQlYV50FK8XO","ab4f061a-9762-494e-a76d-0e6256417cf7"
"192aa7a5-3e7c-4d55-ba42-b2658a889653","15","2","مجوهرات","حديقة","(669) 892-9872 x409","brhan.adrys37@hotmail.com","تايوات, الرملة, صور, درب، طريق المولدي : 30","open","1949424213658295","bd064d76-3569-4d41-8d8b-a462746460df","69.92158812254657","33.50038824","36.2853542","/images/test/public/logo.jpg","/images/test/public/logo.jpg","يليق كومة العنوان ماذا يساعد تحدث عالي شاب سهم آدم.","8e047bfb-e860-4798-ba39-66b49dde2919","0.8269910667787161","take_away_and_delivery","Will36","$2b$10$0UzA6Z3jE.invvtKqhgJkOjqKQToW8/fqxhDZ9XWAaHhjVXmajfVW","4c26e837-2400-4d3e-a977-92bfb76ba25c"
"fc0f2d72-4773-49b3-9b1d-9e038a1e3673","16","4","أغراض رياضية","بقالة","1-622-203-4003","tysyr.alqlshany55@gmail.com","بانما, بلعباس, الفحيص, شارع صابر : 55","busy","6832461317820112","153cffa5-efd1-478e-ad7e-12baeee69a8e","67.05288565593392","33.54852178","36.328893050000005","/images/test/public/logo.jpg","/images/test/public/logo.jpg","مهدئ المعجل رفض قيد فضيلة.","d0971222-5fae-425e-8598-39f3d1deee28","0.5681144027279043","take_away_and_delivery","Orion62","$2b$10$GHQ51RYFWfiVyJnMPDB3oeenApdWVhP9yuZ0yOnseq7r9z7x6b/i.","7ea61df4-1039-4b11-8148-fe099d3f726b"
"d099223a-610f-4ece-988c-a907be868339","17","5","أطفال","أطفال","1-862-928-5140","wdye.ala190shraf@yahoo.com","أراض فرنسية جنوبية وأنتارتيكية, النجف, القدس, طريق مسدود هيكل : 72","open","2245855872548076","153cffa5-efd1-478e-ad7e-12baeee69a8e","6.509038730541544","33.46377477","36.29503511","/images/test/public/logo.jpg","/images/test/public/logo.jpg","ملاك وسيم بكمل سير ألفت.","2b44a1f5-9ab6-446d-b235-2043a7a1d3f2","0.43437163790612965","take_away","Clyde80","$2b$10$ueWjYMFOIygSGe21TM3touIl.WT7F6qMvyFkCAUp8z4FZ/UwnYW8O","6c7d4b9c-5643-47d5-acb9-1a58c7baead1"
"e3fc9b0a-2417-46a1-beed-a6fc5f56a920","18","5","صناعة","في الهواء الطلق","1-589-580-8484 x47391","erfan29@hotmail.com","جزر الولايات المتحدة الصغيرة النائية, جونيه, الرويس, شارع بوهاها : 74","close","4597480675998568","af2f7cdd-5deb-4d4d-bba7-29cfe5226d99","57.548612048100786","33.48350195","36.34985375","/images/test/public/logo.jpg","/images/test/public/logo.jpg","حر تاج طباشير أدافع نقود.","67b2637c-50fe-40fc-b2ad-586c9abd9176","0.3637358682764785","take_away_and_delivery","Victor92","$2b$10$TuhHnUy/UnAB4cEVZxkMFuJusj8yv2YEAHWeNkyAwLbLTw2QrZUoS","dc9491ac-7797-48d2-be73-ca3a6453cd56"
"a4a7b231-eba0-41ca-90d4-b08afddc5850","19","6","أحذية","حديقة","1-758-869-0771 x714","fhmy_alrqyq21@yahoo.com","الأرض الخضراء, جرش, صفاقس, درب، طريق غانم : 63","open","6194379128954089","bd064d76-3569-4d41-8d8b-a462746460df","73.74811182590825","33.523628290000005","36.20819868","/images/test/public/logo.jpg","/images/test/public/logo.jpg","التي تجريبي متطور كشط الحال.","15d39f26-d8ff-4dc8-8e2e-ccf7b22fd5bb","0.04053533239085505","take_away","Clarissa.Harvey","$2b$10$z2rfhz0dG/najUw7a89H0u8crCRY3Aa0Kq//7TSzaGBY3OgpNuvqW","98da5cca-c963-4b0f-a02c-7aeadf82815b"
"32be280e-4053-46e7-aa6f-435067c12675","20","5","كتب","صحة","662-383-8273 x41262","ndal_alrsae13@yahoo.com","بانما, دمشق, دمشق, شارع راغب : 98","open","2914325724026484","bd064d76-3569-4d41-8d8b-a462746460df","9.591558173502445","33.509561829999996","36.2207207","/images/test/public/logo.jpg","/images/test/public/logo.jpg","عشاء فارغ طويل مرات مجموع حلها اسمنت يعرفون مجال.","14a23608-4e86-4935-bd85-1459104ee45f","0.20922618409415406","delivery","Delbert.Stamm80","$2b$10$8XV6my.lo9J8sJa9U4slYedbXesOpkFCwoRQGrtRox.5MBiI9TTXm","8da61486-c10c-428f-9661-5619cf8ecb47"
"cb0d7408-04ea-49a2-adc9-b746cf22953a","21","6","رضع","أطفال","(698) 673-9545 x3131","nasr.alwhyshy10@gmail.com","سويسرا, توزر, مرجعيون, مَمَر ناظم : 67","close","5670196957686051","af2f7cdd-5deb-4d4d-bba7-29cfe5226d99","94.65900288396234","33.49404284","36.22212476","/images/test/public/logo.jpg","/images/test/public/logo.jpg","ينتقد نعسان نعل تقطر رحلة يقلق يقود مستقر نعسان.","379c0919-182d-4ee8-8c0f-8f385606e9dc","0.11216709430697414","delivery","Elisa10","$2b$10$neldFilD/uMXJobHdmWyTuQsj1l2wVWsinnQnwKGSqtpPcwabGbPK","014477d8-b068-4362-8789-f37ae3583e43"
"dbcf5f9e-dfe8-4e8e-81a5-86de42c78672","22","2","أدوات","صناعة","1-575-469-7066 x1565","yasr_zrwq@hotmail.com","ليبيا, عجلون, الدّمام, جادة معتز : 76","busy","4854108182242254","153cffa5-efd1-478e-ad7e-12baeee69a8e","64.23082056598382","33.47087924","36.33595335","/images/test/public/logo.jpg","/images/test/public/logo.jpg","عمة سن آمل سرور أوافق اقف أي.","591f8ebd-9630-464d-8b4a-449ffeb82306","0.9019869376771957","delivery","Jovanny6","$2b$10$X0kpl0R8qLQQ7SfW0oGpO.ObENBzee0XU3t38/45Pr3Fix.hMj9bi","125b346b-51bd-48df-84cf-45b7693beae0"
"d3e77525-4d4c-4593-a809-61939d7427c0","23","2","بقالة","صناعة","547.606.8612 x5777","elwy15@gmail.com","ألمانيا, البليدة, السلع, درب، طريق القلال : 6","open","984996536295200","bd064d76-3569-4d41-8d8b-a462746460df","62.19137776775212","33.50095596","36.321019809999996","/images/test/public/logo.jpg","/images/test/public/logo.jpg","يلائم ممتع ماشية وسوف أرى الترحيل.","e6a2bdb3-f61f-4057-b506-0b4d9fefde11","0.3399535773530422","take_away","Ariel.Lueilwitz81","$2b$10$K3Pvc5VR6cLs0pmfjoE.R.FzniAMnHtqV/4wtGqtiw880P/4HMpS6","4f95438d-c954-4587-8dbc-acd0d9a242c5"
"e5285a26-34ee-4f09-bfde-3d0289bc51b8","24","6","جمال","بيت","(895) 997-0548","fkhry_alsqa@hotmail.com","برمودا, نينوى, عمان, شارع كاظم : 27","busy","4948029832482237","bd064d76-3569-4d41-8d8b-a462746460df","82.12936851448355","33.54020975","36.34861219","/images/test/public/logo.jpg","/images/test/public/logo.jpg","يقود كارثة يتعقب الكبرى صده.","e7687c31-30d9-4396-bf95-9121212da0e0","0.0658047258478539","take_away","Lydia89","$2b$10$PoU63FmairJWsM4SENeU5OeJTpocvnTADv3ZrydtqOaiyfM1vC9d2","4aeb343f-deec-49ce-a4df-11023e0eebdf"
"c3a3e937-f175-48b4-8cf5-faeaaf454161","25","6","حواسيب","أطفال","1-961-904-1536 x0732","samr.alkafy13@gmail.com","ناميبيا, غزة, عنجر, جادة الأشراف : 69","close","77102354058884","153cffa5-efd1-478e-ad7e-12baeee69a8e","66.25126634220128","33.521772569999996","36.30283342","/images/test/public/logo.jpg","/images/test/public/logo.jpg","استوديو نسج ويفر يستخدم إيداع اجل متألق قوة سليم يجب.","48c07673-4000-43e5-a6d4-852395eb8be6","0.515479596577221","delivery","Dave.Vandervort77","$2b$10$POyRPd5bENZ50FC3Y0IVneiliTvdZ00hPXm/ITIKtXUs3ffMVVnPG","9cb3a57e-abfd-4b7a-aecb-4e4f93e6a9cb"
"c290e594-7a15-4961-ac03-bee80f2f8840","26","1","كتب","السيارات","1-414-277-9896 x2257","fdyl22@hotmail.com","أنجويلا, تيزي وزو, سوسة, سبيل قدري : 31","close","4735591558803153","bd064d76-3569-4d41-8d8b-a462746460df","91.3594124146393","33.49915932","36.30294119","/images/test/public/logo.jpg","/images/test/public/logo.jpg","نائب إلتواء سير المدينة سأخبرك عفوية المرسول.","371a8c05-43bf-4ad1-8e0b-f044b49c712a","0.6705384809412643","take_away","Ashly96","$2b$10$ZLdscYtJqdRelHX2KvilE.83URMYexHGbY0dmiM2u9cNptT7Vh64S","49b99716-29d4-486f-af09-bf96dc992d02"
